강좌명,운영기관명,구,교육대상구분,카테고리,홈페이지주소
우리 집이 최고의 학습 코칭 센터(3),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
"[미래클러닝] 인생은 게임이고, 연애다(3)",경기도교육청평생학습관,권선구,중고등학생+청소년,기타,lib.goe.go.kr/gglec
[별중별 시리즈] 5월 역사특강: 스몰토크로생각하기 한국사,경기도교육청평생학습관,권선구,청소년+학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(6),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
심리전문가와 함께하는 슬기로운 부부가족생활(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
어른이 처음이라서 그래(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래로그유초둥] 부모의 말이 우리 아이의 미래다,경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
[미래로그중등] 청소년기 성장 마인드셋이 미래를 이끈다,경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
내가 쓴 글이 나를 위로한다(2),경기도교육청평생학습관,권선구,초등학교 3+4학년,기타,lib.goe.go.kr/gglec
[미래로그유초등] 아이의 감정과 관계 이해,경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
가정에서 쉽게 실천할 수 있는 자녀 경제교육(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
미술로 다시 만나는 나의 아이,경기도교육청평생학습관,권선구,학부모,예술/문화,lib.goe.go.kr/gglec
우리 집이 최고의 학습 코칭 센터(5),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
생명이야기로 행복해지는 나와 내자녀의 몸과 마음(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래로그중등] 나는 충분히 괜찮은 엄마입니다,경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
자폐성 장애아이의 무발화에서 한글을 깨우치기까지(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
화학으로 이해하는 우리 아이 성장기,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
발달장애 자녀의 발달과 자립을 위한 부모의 역할(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 독서지도사(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래클러닝] 청소년 감정코칭 <마음을 보다>(3),경기도교육청평생학습관,권선구,중고등학생+청소년,기타,lib.goe.go.kr/gglec
어른이 처음이라서 그래(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래로그유초등] 학부모의 역할 - 부모로서의 시선 정리,경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
치유와 성장의 글쓰기(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"[미래클러닝] 인생은 게임이고, 연애다(3)",경기도교육청평생학습관,권선구,중고등학생+청소년,기타,lib.goe.go.kr/gglec
나의 기질을 알고 자녀 이해하기,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"자녀와의 대화법, 챗지피티 활용(2)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"엄마, 새로운 꿈이 시작되는 이름",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[별중별 시리즈] 6월 역사특강: 스몰토크로 생각하기(세계사),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래동행] 자녀와의 의사소통 및 대화기술(양주회암초),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
생활 속 유해화학물질로부터 가족 건강 지키기(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"[미래로그중등] 진로적성, 탐색의 실전가이드",경기도교육청평생학습관,권선구,중등 학부모,학습/진로,lib.goe.go.kr/gglec
변호사와 알아보는 학교폭력 예방 및 대처법(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래로그유초등] 자기주도학습- 공부습관만들기,경기도교육청평생학습관,권선구,유초등 학부모,학습/진로,lib.goe.go.kr/gglec
생명이야기로 행복해지는 나와 내자녀의 몸과 마음(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
치료에 대한 진솔한 이야기,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래로그중등] 생기부 제대로 보기,경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
장애자녀와 함께 긍정교육실천으로 성장해가는 가족(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"초등 고학년, 글쓰기가 답이다(4)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 독서지도사(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래로그유초등] 흔들리지 않는 공부 정서,경기도교육청평생학습관,권선구,유초등 학부모,학습/진로,lib.goe.go.kr/gglec
변호사와 알아보는 성폭력 예방교육(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(2기)(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
생활 속 유해화학물질로부터 가족 건강 지키기(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
사진으로 배우는 세상,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래동행] 자녀의 인성을 키우는 5가지 습관,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
원하는 배움이 多되는 경기공유학교(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
생명이야기로 행복해지는 나와 내자녀의 몸과 마음(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래로그중등] 중고등학생 시험대비 공부 노하우&멘탈 균형 잡기,경기도교육청평생학습관,권선구,중등 학부모,학습/진로,lib.goe.go.kr/gglec
부모와 자녀의 충만한 삶을 위한 수용전념치료(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래동행] 자녀를 이해하고 소통하는 감정코칭(광주광남초),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
원하는 배움이 多되는 경기공유학교(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"자기주도학습을 위해 가꾸어야할 마음밭, 공부정서(3)",경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[자격증 취득과정] 독서지도사(6),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래클러닝] 솔쌤의 문해력교실(4),경기도교육청평생학습관,권선구,초등학교 3+4학년,기타,lib.goe.go.kr/gglec
[미래로그유초등] 완벽한 부모는 없다,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"[디지털시민성] 인공지능 시대, 질문이 필요해(1)",경기도교육청평생학습관,권선구,학부모,"AI/코딩,디지털/영상",lib.goe.go.kr/gglec
(중등) 통합과학 톺아보기,경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
"[미래클러닝] 인생은 게임이고, 연애다(5)",경기도교육청평생학습관,권선구,중고등학생+청소년,기타,lib.goe.go.kr/gglec
[미래동행] 자녀의 인성을 키우는 5가지 습관(수원외고),경기도교육청평생학습관,영통구,학부모,기타,lib.goe.go.kr/gglec
"[미래동행] 왕따, 따돌림을 넘어서(김포라온유치원)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
(초등) 통합과학 톺아보기,경기도교육청평생학습관,권선구,초등 학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(2기)(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"사교육보다 먼저, 부모가 알면 좋은 초등 영어의 진짜 출발선(1)",경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[미래동행] 감정코치의효과 뇌 과학적 이해와 대화 필요(고양저현고),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
생명이야기로 행복해지는 나와 내자녀의 몸과 마음(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
변호사와 알아보는 학교폭력 예방 및 대처법(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"우리 아이 사회성, 어떻게 도와 줄까?",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
변호사와 알아보는 성폭력 예방교육(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(2기)(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
내가 쓴 글이 나를 위로한다(3),경기도교육청평생학습관,권선구,초등학교 3+4학년,기타,lib.goe.go.kr/gglec
"사교육보다 먼저, 부모가 알면 좋은 초등 영어의 진짜 출발선(2)",경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[자격증 취득과정] 디지털중독예방지도사(1),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
생명이야기로 행복해지는 나와 내자녀의 몸과 마음(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
중등부터 시작하는 수능1등급 독서법(2),경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
"[디지털시민성] 인공지능 시대, 질문이 필요해(2)",경기도교육청평생학습관,권선구,학부모,"AI/코딩,디지털/영상",lib.goe.go.kr/gglec
그림책으로 나누는 육아 정서(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래클러닝] 청소년 감정코칭 <마음을 보다>(4),경기도교육청평생학습관,권선구,중고등학생+청소년,기타,lib.goe.go.kr/gglec
중등부터 시작하는 수능1등급 독서법(1),경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
초보도 쉽게 배우는 AI 실습(1),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
과학고수가 되는 과학 공부 접근법,경기도교육청평생학습관,권선구,학부모와 자녀,학습/진로,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(2기)(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 디지털중독예방지도사(2),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
가정에서 쉽게 실천할 수 있는 자녀 경제교육(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
발달장애 자녀를 양육하는 부모교육 및 양육코칭,경기도교육청평생학습관,권선구,발달장애자녀 부모,기타,lib.goe.go.kr/gglec
장애자녀와 함께 긍정교육실천으로 성장해가는 가족(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"초등 고학년, 글쓰기가 답이다(5)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래클러닝] 청소년 감정코칭 <마음을 보다>(5),경기도교육청평생학습관,권선구,중고등학생+청소년,기타,lib.goe.go.kr/gglec
양육 스트레스에 대한 이해와 부모의 마음 돌봄,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 신나는 영어동요 부르기(1),경기도교육청평생학습관,권선구,초등학교 1+2학년,학습/진로,lib.goe.go.kr/gglec
노션(Notion)으로 시작하는 디지털 기록(1),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
[자격증 취득과정] 디지털중독예방지도사(4),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 어린이 인성교육 나침반(1),경기도교육청평생학습관,권선구,초등학교 1+2학년,기타,lib.goe.go.kr/gglec
중등 학부모를 위한 가정에서 쉽게 따라 하는 챗지피티 활용 실습(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 그림책 문해력 놀이터(1),경기도교육청평생학습관,권선구,초등학교 1+2학년,기타,lib.goe.go.kr/gglec
초등 학부모를 위한 AI 활용 능력 강화 연수(2),경기도교육청평생학습관,권선구,초등 학부모,AI/코딩,lib.goe.go.kr/gglec
초보도 쉽게 배우는 AI 실습(2),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
초등 학부모를 위한 AI 활용 능력 강화 연수(1),경기도교육청평생학습관,권선구,초등 학부모,AI/코딩,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(2기)(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 디지털중독예방지도사(3),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
[썸머 미래클러닝] (중등) 의대생이 알려주는 중고등 공부 노하우,경기도교육청평생학습관,권선구,학생+학부모,학습/진로,lib.goe.go.kr/gglec
[썸머 미래클러닝] (초등) 의대생이 알려주는 흔들리지 않는 공부정서,경기도교육청평생학습관,권선구,학생+학부모,학습/진로,lib.goe.go.kr/gglec
부모와 자녀의 충만한 삶을 위한 수용전념치료(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
중등 학부모를 위한 가정에서 쉽게 따라 하는 챗지피티 활용 실습(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"자기주도학습을 위해 가꾸어야할 마음밭, 공부정서(5)",경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[미래클러닝] 솔쌤의 문해력교실(5),경기도교육청평생학습관,권선구,초등학교 3+4학년,기타,lib.goe.go.kr/gglec
"건강한 식생활, 아이의 미래를 바꾸다(1)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
그림책과 젠탱글테라피,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
성공적인 초등생활을 이끄는 사회정서학습 로드맵,경기도교육청평생학습관,권선구,초등학부모,학습/진로,lib.goe.go.kr/gglec
입학첫걸음: 글로벌가정 학부모가 알아야 할 것,경기도교육청평생학습관,권선구,다문화가정부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 진로적성상담사(3),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
부모도 성장하는 AI 교육혁명: 2025 미래인재 키우기(3),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
우리 아이 타고난 뇌를 바꾸는 마법: 습관형성,경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
일상에 감성을 더하는 친환경 라탄 소품 만들기(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
부모도 성장하는 AI 교육혁명: 2025 미래인재 키우기(2),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
(앵콜)사춘기 아이와 친해질 수 있는 자기주도학습 비법,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
(본강)사춘기 아이와 친해질 수 있는 자기주도학습 비법,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
부모도 성장하는 AI 교육혁명: 2025 미래인재 키우기(1),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
아이의 성장을 위한 파트너십: 학부모-교사 소통의 기술,경기도교육청평생학습관,권선구,초등학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 진로적성상담사(2),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
꿈을 향한 길 맞춤형 대입설명회,경기도교육청평생학습관,권선구,학교 밖 청소년 부모,기타,lib.goe.go.kr/gglec
중등 문해력의 비밀(2),경기도교육청평생학습관,권선구,청소년+학부모,기타,lib.goe.go.kr/gglec
내 마음을 치유하는 명화 감상 수업(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
일상에 감성을 더하는 친환경 라탄 소품 만들기(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
3월특강 교육트렌드 2025 알아보기,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
긍정적 학교 참여,경기도교육청평생학습관,권선구,초등학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 진로적성상담사,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
중등 문해력의 비밀,경기도교육청평생학습관,권선구,청소년+학부모,기타,lib.goe.go.kr/gglec
내 마음을 치유하는 명화 감상 수업,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
일상에 감성을 더하는 친환경 라탄 소품 만들기,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
자녀를 지키는 쓸모있는 화학이야기,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 진로적성상담사(5),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
학부모를 위한 국제 바칼로레아(IB) 프로그램의 이해,경기도교육청평생학습관,권선구,초중생 학부모,기타,lib.goe.go.kr/gglec
자녀를 위해 부모가 이해해야 할 학부모의 역할,경기도교육청평생학습관,권선구,초등 학부모,기타,lib.goe.go.kr/gglec
자기주도학습 학부모 특강(중등),경기도교육청평생학습관,권선구,청소년+학부모,학습/진로,lib.goe.go.kr/gglec
말랑말랑 특수교육 스토리(2),경기도교육청평생학습관,권선구,특수교육대상학생 부모님,기타,lib.goe.go.kr/gglec
자기주도학습 학부모 특강(초등),경기도교육청평생학습관,권선구,초등 학부모,학습/진로,lib.goe.go.kr/gglec
자녀교육 뒤집기(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"자기주도학습을 위해 가꾸어야할 마음밭, 공부정서(1)",경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[아버지대상] 자녀와 친해지는 방법,경기도교육청평생학습관,권선구,초등학생 아버지+중학생 아버지,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 진로적성상담사(4),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[미래클러닝] 솔쌤의 문해력교실(1),경기도교육청평생학습관,권선구,초등학교 3+4학년,기타,lib.goe.go.kr/gglec
[별중별 시리즈] 3월 역사특강: 역사 왜 배우는 거죠,경기도교육청평생학습관,권선구,청소년+학부모,기타,lib.goe.go.kr/gglec
일상에 감성을 더하는 친환경 라탄 소품 만들기(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"[미래클러닝] 인생은 게임이고, 연애다(1)",경기도교육청평생학습관,권선구,중고등학생+청소년,기타,lib.goe.go.kr/gglec
말랑말랑 특수교육 스토리(1),경기도교육청평생학습관,권선구,특수교육대상학생 부모님,기타,lib.goe.go.kr/gglec
자녀와의 의사소통법(유초등),경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
자녀교육 뒤집기(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
부모도 성장하는 AI 교육혁명: 2025 미래인재 키우기(4),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
"초등 고학년, 글쓰기가 답이다(1)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
내가 쓴 글이 나를 위로한다(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
발달장애 자녀의 발달과 자립을 위한 부모의 역할(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 진로적성상담사(6),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
치유와 성장의 글쓰기(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래클러닝] 청소년 감정코칭 <마음을 보다>(1),경기도교육청평생학습관,권선구,중고등학생+청소년,기타,lib.goe.go.kr/gglec
학부모가 알아야 할 초등 문해력 키우는 법(1),경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
정서지능이 높은 아이가 성공한다,경기도교육청평생학습관,권선구,유초중학생 학부모,기타,lib.goe.go.kr/gglec
초등 한자 읽기의 힘(2),경기도교육청평생학습관,권선구,초등학생+학부모,기타,lib.goe.go.kr/gglec
자녀와의 의사소통법(중고등),경기도교육청평생학습관,권선구,중고등 학부모,기타,lib.goe.go.kr/gglec
초등 한자 읽기의 힘(1),경기도교육청평생학습관,권선구,초등학생+학부모,기타,lib.goe.go.kr/gglec
[별중별 시리즈] 4월 특강: 진짜공부 vs 가짜공부,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
"글로벌시대, 글로벌 부모로서 성장하기",경기도교육청평생학습관,권선구,글로벌가정 부모,기타,lib.goe.go.kr/gglec
옛 숨결이 담긴 민화그리기 기초(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"[미래클러닝] 인생은 게임이고, 연애다(2)",경기도교육청평생학습관,권선구,중고등학생+청소년,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
발달장애자녀의 건강한 양육을 위한 부모교육(1),경기도교육청평생학습관,권선구,특수교육대상학생 부모님,기타,lib.goe.go.kr/gglec
가정에서 쉽게 실천할 수 있는 자녀 경제교육(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
수학 1등급 로드맵(2),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
옛 숨결이 담긴 민화그리기 기초(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
발달장애자녀의 성인기 준비하기,경기도교육청평생학습관,권선구,발달장애자녀 부모,기타,lib.goe.go.kr/gglec
자폐성 장애아이의 무발화에서 한글을 깨우치기까지(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"초등 고학년, 글쓰기가 답이다(2)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
소통의 품격을 높이는 학부모 스피치 스킬업(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
소통의 품격을 높이는 학부모 스피치 스킬업(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
말하는 독서 하브루타,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"불안이 많은 아이 , 어떻게 도와 줄까?",경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
소통의 품격을 높이는 학부모 스피치 스킬업(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
글로벌가정을 위한 학교폭력 예방교육,경기도교육청평생학습관,권선구,글로벌가정 부모,기타,lib.goe.go.kr/gglec
수학 1등급 로드맵(1),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
글로벌가정-초등학교생활 길라잡이,경기도교육청평생학습관,권선구,글로벌가정 부모,기타,lib.goe.go.kr/gglec
옛 숨결이 담긴 민화그리기 기초(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
발달장애 자녀의 발달과 자립을 위한 부모의 역할(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
긍정적인 학교생활을 촉진하는 부모의 긍정훈육,경기도교육청평생학습관,권선구,초중생 학부모,기타,lib.goe.go.kr/gglec
편한드로잉 오일파스텔 기초(1),경기도교육청평생학습관,권선구,학부모,예술/문화,lib.goe.go.kr/gglec
"건강한 동행, 장애자녀와 함께 성장하기(3)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"건강한 동행, 장애자녀와 함께 성장하기(2)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
그림책으로 나누는 육아 정서(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"[별중별 시리즈] 4월 역사특강: 역사공부도 글씨, 맞춤법, 문해력에 대한 대비가 중요합니다",경기도교육청평생학습관,권선구,청소년+학부모,학습/진로,lib.goe.go.kr/gglec
발달장애자녀의 건강한 양육을 위한 부모교육(2),경기도교육청평생학습관,권선구,특수교육대상학생 부모님,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
수학 1등급 로드맵(3),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
옛 숨결이 담긴 민화그리기 기초(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"자녀와의 대화법, 챗지피티 활용(1)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
부모와 자녀의 충만한 삶을 위한 수용전념치료(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
자폐성 장애아이의 무발화에서 한글을 깨우치기까지(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"자기주도학습을 위해 가꾸어야할 마음밭, 공부정서(2)",경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
장애자녀와 함께 긍정교육실천으로 성장해가는 가족(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래클러닝] 솔쌤의 문해력교실(2),경기도교육청평생학습관,권선구,초등학교 3+4학년,기타,lib.goe.go.kr/gglec
"건강한 동행, 장애자녀와 함께 성장하기(1)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
아이의 행동이 저절로 바뀌는 뇌과학 훈육법,경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
한글 소망반-1단계(기초),수원도시공사,장안구,만65세 이상,기타,https://www.suwonudc.co.kr/jacc
한글 지혜반-3단계(심화),수원도시공사,장안구,만65세 이상,기타,https://www.suwonudc.co.kr/jacc
한글 배움반-2단계(중급),수원도시공사,장안구,만65세 이상,기타,https://www.suwonudc.co.kr/jacc
